,Year,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,avgJifPercentile,Journal
20,1997,"3,449",7.5089999999999995,7.1370000000000005,Not Available,1.368,95,3.3,2.5,Not Available,Not Available,94.74,Not Available,90.569,CURRENT OPINION IN STRUCTURAL BIOLOGY
0,2017,"5,668",6.395,6.33,6.686,1.103,58,8.5,6.7,0.008,2.112,25.86,0.94100,84.863,CYTOKINE & GROWTH FACTOR REVIEWS
1,2016,"5,514",6.794,6.678999999999999,7.133,1.145,62,8.1,8.4,0.00844,2.367,19.35,0.96985,85.926,CYTOKINE & GROWTH FACTOR REVIEWS
2,2015,"5,027",6.571000000000001,6.47,7.271,0.903,62,8.5,8.0,0.00849,2.378,0.0,0.96726,86.128,CYTOKINE & GROWTH FACTOR REVIEWS
3,2014,"4,708",5.357,5.309,7.968,0.841,69,8.3,6.0,0.00887,2.563,23.19,0.99361,80.679,CYTOKINE & GROWTH FACTOR REVIEWS
4,2013,"4,662",6.537000000000001,6.388,8.493,1.02,50,8.0,6.8,0.00917,2.686,0.0,1.01126,84.478,CYTOKINE & GROWTH FACTOR REVIEWS
5,2012,"4,587",8.831,8.674,7.919,0.588,34,7.2,6.3,0.01086,2.801,0.0,Not Available,89.769,CYTOKINE & GROWTH FACTOR REVIEWS
6,2011,"4,405",7.812,7.662999999999999,8.013,0.485,33,6.6,5.8,0.01278,3.043,0.0,Not Available,88.491,CYTOKINE & GROWTH FACTOR REVIEWS
7,2010,"4,252",8.238999999999999,7.534,9.832,0.94,50,5.8,4.8,0.01543,3.520,0.0,Not Available,87.923,CYTOKINE & GROWTH FACTOR REVIEWS
8,2009,"3,990",6.489,6.454,10.786,0.608,51,5.2,6.0,0.01976,4.521,0.0,Not Available,85.902,CYTOKINE & GROWTH FACTOR REVIEWS
9,2008,"3,668",7.022,6.956,10.564,0.892,37,4.9,5.3,0.02108,4.362,37.84,Not Available,86.152,CYTOKINE & GROWTH FACTOR REVIEWS
10,2007,"3,404",11.815999999999999,11.700999999999999,11.798,0.784,51,4.4,6.2,0.02281,4.834,0.0,Not Available,94.698,CYTOKINE & GROWTH FACTOR REVIEWS
11,2006,"3,064",11.549000000000001,11.463,Not Available,1.075,40,4.1,6.1,Not Available,Not Available,0.0,Not Available,94.31,CYTOKINE & GROWTH FACTOR REVIEWS
12,2005,"2,404",9.075,8.987,Not Available,1.213,47,4.0,5.4,Not Available,Not Available,0.0,Not Available,91.391,CYTOKINE & GROWTH FACTOR REVIEWS
13,2004,"2,107",9.926,9.641,Not Available,0.857,35,3.7,5.1,Not Available,Not Available,2.86,Not Available,92.545,CYTOKINE & GROWTH FACTOR REVIEWS
14,2003,"1,736",9.6,9.415,Not Available,0.956,45,3.6,5.1,Not Available,Not Available,0.0,Not Available,92.446,CYTOKINE & GROWTH FACTOR REVIEWS
15,2002,"1,416",9.707,9.672,Not Available,1.194,36,3.7,5.0,Not Available,Not Available,0.0,Not Available,93.1,CYTOKINE & GROWTH FACTOR REVIEWS
16,2001,"1,065",7.6739999999999995,7.63,Not Available,0.655,29,4.0,4.4,Not Available,Not Available,0.0,Not Available,89.406,CYTOKINE & GROWTH FACTOR REVIEWS
17,2000,886,6.0489999999999995,5.902,Not Available,1.4140000000000001,29,3.5,4.2,Not Available,Not Available,0.0,Not Available,87.624,CYTOKINE & GROWTH FACTOR REVIEWS
0,2017,"26,896",9.616,9.356,9.611,2.096,187,7.6,7.4,0.075,5.270,93.05,8.75800,95.063,DEVELOPMENTAL CELL
1,2016,"25,598",9.174,8.933,9.833,1.868,182,7.2,6.5,0.07613,5.262,89.56,8.73055,92.346,DEVELOPMENTAL CELL
2,2015,"24,023",9.338,9.07,10.730,2.465,228,6.7,6.8,0.08333,5.906,91.67,9.49818,92.807,DEVELOPMENTAL CELL
3,2014,"23,646",9.708,9.487,12.437,1.936,220,6.3,6.8,0.0906,6.635,95.91,10.14734,91.924,DEVELOPMENTAL CELL
4,2013,"21,439",10.366,10.036,13.012,2.4330000000000003,203,5.9,6.6,0.0994,7.402,96.55,10.95544,92.492,DEVELOPMENTAL CELL
5,2012,"20,306",12.860999999999999,12.527000000000001,14.091,2.174,201,5.6,6.2,0.10605,8.205,92.54,Not Available,95.603,DEVELOPMENTAL CELL
6,2011,"18,481",14.03,13.609000000000002,14.202,2.448,154,5.3,5.7,0.11839,8.928,92.86,Not Available,95.777,DEVELOPMENTAL CELL
7,2010,"16,739",13.946,13.533,14.240,2.677,155,4.9,5.5,0.12082,8.735,90.32,Not Available,95.358,DEVELOPMENTAL CELL
8,2009,"14,785",13.363,12.904000000000002,14.058,2.98,147,4.6,5.3,0.13558,9.254,85.71,Not Available,94.985,DEVELOPMENTAL CELL
9,2008,"12,421",12.882,12.529000000000002,13.284,3.403,149,4.2,5.2,0.13984,9.001,94.63,Not Available,93.367,DEVELOPMENTAL CELL
10,2007,"10,735",12.436,12.113,13.658,3.037,135,3.7,5.1,0.14649,9.014,96.3,Not Available,93.256,DEVELOPMENTAL CELL
11,2006,"9,208",13.523,13.106,Not Available,3.175,137,3.2,4.8,Not Available,Not Available,94.16,Not Available,93.279,DEVELOPMENTAL CELL
12,2005,"7,679",14.609000000000002,14.172,Not Available,3.338,145,2.7,4.6,Not Available,Not Available,92.41,Not Available,93.761,DEVELOPMENTAL CELL
13,2004,"5,638",15.434000000000001,15.071,Not Available,3.239,138,2.1,4.6,Not Available,Not Available,92.03,Not Available,94.115,DEVELOPMENTAL CELL
14,2003,"3,448",14.807,14.39,Not Available,3.596,146,1.6,4.4,Not Available,Not Available,93.84,Not Available,93.488,DEVELOPMENTAL CELL
15,2002,"1,196",11.530999999999999,10.718,Not Available,3.295,139,1.2,4.2,Not Available,Not Available,89.21,Not Available,92.781,DEVELOPMENTAL CELL
0,2017,"67,036",10.557,10.369000000000002,10.345,2.784,222,14.2,7.0,0.08,5.386,94.14,9.31500,94.051,EMBO JOURNAL
1,2016,"66,603",9.792,9.607999999999999,9.853,2.873,157,>10.0,6.6,0.09767,5.240,94.27,11.20650,93.249,EMBO JOURNAL
2,2015,"68,016",9.642999999999999,9.48,9.387,2.5810000000000004,179,>10.0,6.0,0.10694,4.891,88.27,12.18935,93.614,EMBO JOURNAL
3,2014,"72,583",10.434000000000001,10.293,9.837,2.657,181,>10.0,6.2,0.128,5.082,92.27,14.33547,93.706,EMBO JOURNAL
4,2013,"76,176",10.748,10.6,10.168,2.951,225,>10.0,6.1,0.15327,5.568,94.67,16.89288,93.319,EMBO JOURNAL
5,2012,"75,950",9.822000000000001,9.601,9.602,2.553,333,>10.0,6.2,0.16016,5.172,96.1,Not Available,92.155,EMBO JOURNAL
6,2011,"73,390",9.205,9.001,8.833,2.248,379,>10.0,6.1,0.17335,4.867,96.04,Not Available,91.079,EMBO JOURNAL
7,2010,"76,014",10.124,9.919,9.369,2.267,329,9.7,6.1,0.20632,5.299,95.74,Not Available,92.83,EMBO JOURNAL
8,2009,"74,782",8.993,8.818,9.395,2.324,321,9.1,5.7,0.24818,5.552,95.95,Not Available,90.977,EMBO JOURNAL
9,2008,"73,804",8.295,8.14,8.904,2.1,291,8.5,5.6,0.28398,5.160,96.22,Not Available,90.563,EMBO JOURNAL
10,2007,"74,734",8.662,8.468,9.275,2.086,454,8.0,5.7,0.34093,5.419,99.34,Not Available,90.874,EMBO JOURNAL
11,2006,"74,535",10.086,9.78,Not Available,1.6440000000000001,547,7.4,5.4,Not Available,Not Available,98.17,Not Available,92.074,EMBO JOURNAL
12,2005,"77,132",10.052999999999999,9.85,Not Available,2.198,394,6.9,5.1,Not Available,Not Available,98.22,Not Available,93.137,EMBO JOURNAL
13,2004,"80,131",10.492,10.243,Not Available,2.353,462,6.3,4.9,Not Available,Not Available,97.84,Not Available,93.251,EMBO JOURNAL
14,2003,"78,343",10.456,10.139,Not Available,1.821,626,5.9,4.9,Not Available,Not Available,97.44,Not Available,93.853,EMBO JOURNAL
15,2002,"77,524",10.698,10.251,Not Available,1.96,677,5.6,4.6,Not Available,Not Available,97.93,Not Available,94.317,EMBO JOURNAL
16,2001,"79,463",12.459000000000001,11.956,Not Available,1.969,710,5.3,4.6,Not Available,Not Available,97.89,Not Available,94.562,EMBO JOURNAL
17,2000,"77,689",13.999,13.447000000000001,Not Available,2.053,662,5.0,4.5,Not Available,Not Available,97.73,Not Available,96.579,EMBO JOURNAL
18,1999,"77,747",13.972999999999999,13.375,Not Available,2.6519999999999997,660,4.9,4.3,Not Available,Not Available,97.88,Not Available,96.254,EMBO JOURNAL
19,1998,"73,612",13.171,12.472999999999999,Not Available,2.7739999999999996,709,4.8,4.2,Not Available,Not Available,97.46,Not Available,96.221,EMBO JOURNAL
20,1997,"66,081",12.642999999999999,11.895,Not Available,2.104,712,4.7,4.2,Not Available,Not Available,98.74,Not Available,96.402,EMBO JOURNAL
0,2017,"13,293",8.749,8.675,9.127,2.116,138,7.8,7.0,0.031,4.247,94.2,3.66300,90.225,EMBO REPORTS
1,2016,"11,985",8.568,8.459,7.977,1.67,115,7.7,6.6,0.03275,3.954,93.04,3.75785,90.372,EMBO REPORTS
2,2015,"11,203",7.739,7.642,7.413,1.81,116,7.4,5.9,0.03029,3.609,81.9,3.45267,88.503,EMBO REPORTS
3,2014,"11,419",9.055,8.915,8.043,2.274,106,6.8,5.4,0.03572,3.825,79.25,4.00038,90.179,EMBO REPORTS
4,2013,"10,867",7.858,7.747,7.653,2.069,101,6.5,5.0,0.03963,3.782,84.16,4.36812,87.646,EMBO REPORTS
5,2012,"10,574",7.189,7.068,7.396,1.6869999999999998,99,6.1,4.7,0.04598,3.877,75.76,Not Available,86.055,EMBO REPORTS
6,2011,"9,618",7.355,7.252,7.366,1.494,154,5.7,4.7,0.0466,3.748,90.26,Not Available,85.971,EMBO REPORTS
7,2010,"9,402",7.822,7.729,7.488,1.653,95,5.1,4.8,0.05513,3.953,87.37,Not Available,86.662,EMBO REPORTS
8,2009,"8,743",6.907,6.773,7.519,1.7990000000000002,139,4.8,4.2,0.05974,3.993,83.45,Not Available,87.226,EMBO REPORTS
9,2008,"7,823",7.099,6.963,7.265,1.683,142,4.4,4.2,0.06432,3.916,81.69,Not Available,87.152,EMBO REPORTS
10,2007,"7,129",7.450,7.342,7.488,1.53,149,3.9,4.4,0.0714,4.178,83.89,Not Available,88.772,EMBO REPORTS
11,2006,"6,204",8.175,8.065,Not Available,1.7519999999999998,153,3.5,4.2,Not Available,Not Available,87.58,Not Available,89.456,EMBO REPORTS
12,2005,"5,313",7.663,7.537,Not Available,1.463,136,3.1,4.0,Not Available,Not Available,86.76,Not Available,89.971,EMBO REPORTS
13,2004,"4,411",7.567,7.394,Not Available,1.871,139,2.7,3.6,Not Available,Not Available,89.93,Not Available,89.339,EMBO REPORTS
14,2003,"3,039",7.390,7.289,Not Available,1.36,164,2.3,3.8,Not Available,Not Available,85.37,Not Available,89.44,EMBO REPORTS
15,2002,"1,870",7.698,7.537,Not Available,1.6640000000000001,143,1.7,3.8,Not Available,Not Available,85.31,Not Available,90.101,EMBO REPORTS
16,2001,569,6.046,5.769,Not Available,1.19,147,1.3,3.5,Not Available,Not Available,85.03,Not Available,85.254,EMBO REPORTS
17,2000,21,Not Available,Not Available,Not Available,0.32299999999999995,65,Not Available,3.5,Not Available,Not Available,83.08,Not Available,1.594,EMBO REPORTS
0,2017,790,9.333,9.133,5.411,0.563,16,5.9,5.6,0.002,1.594,6.25,0.18700,95.178,Epilepsy Currents
1,2016,644,5.625,5.375,4.143,3.8,5,5.7,4.4,0.00165,1.489,40.0,0.18936,90.979,Epilepsy Currents
2,2015,571,5.615,5.5,3.085,1.778,9,5.5,5.1,0.00159,1.120,22.22,0.18147,91.969,Epilepsy Currents
3,2014,531,3.2560000000000002,3.069,2.928,1.8,15,4.9,6.5,0.0016899999999999999,1.097,13.33,0.18932,71.615,Epilepsy Currents
4,2013,454,2.952,2.8569999999999998,Not Available,0.636,11,5.3,6.0,0.0012900000000000001,Not Available,45.45,0.14239,68.814,Epilepsy Currents
5,2012,392,2.333,2.333,Not Available,0.29600000000000004,27,5.3,5.6,0.00135,Not Available,66.67,Not Available,55.699,Epilepsy Currents
6,2011,403,2.1590000000000003,2.09,Not Available,1.3,10,4.9,5.8,0.00156,Not Available,0.0,Not Available,51.302,Epilepsy Currents
0,2017,"41,572",5.595,5.468,5.337,1.248,452,9.8,8.1,0.052,1.732,95.58,6.02900,85.057,FASEB JOURNAL
1,2016,"42,242",5.497999999999999,5.397,5.435,1.226,359,9.7,7.7,0.05759,1.809,95.54,6.60752,84.644,FASEB JOURNAL
2,2015,"41,645",5.2989999999999995,5.199,5.464,1.311,424,9.4,7.7,0.06427,1.887,97.41,7.32574,85.485,FASEB JOURNAL
3,2014,"41,076",5.043,4.938,5.639,1.298,453,9.0,7.7,0.0692,1.973,97.13,7.75000,82.372,FASEB JOURNAL
4,2013,"41,104",5.48,5.349,6.045,1.371,466,8.5,7.5,0.0753,2.097,97.42,8.29906,84.107,FASEB JOURNAL
5,2012,"39,540",5.704,5.567,6.222,1.13,462,8.1,7.2,0.07943,2.185,96.97,Not Available,85.092,FASEB JOURNAL
6,2011,"38,304",5.712000000000001,5.6,6.340,1.281,409,7.6,6.8,0.08876,2.243,94.62,Not Available,85.706,FASEB JOURNAL
7,2010,"38,538",6.515,6.377000000000001,7.201,1.195,462,7.1,6.8,0.10353,2.521,96.32,Not Available,88.316,FASEB JOURNAL
8,2009,"35,849",6.401,6.276,7.096,1.327,410,6.7,6.6,0.11294,2.520,96.83,Not Available,89.181,FASEB JOURNAL
9,2008,"34,300",7.0489999999999995,6.942,7.128,1.3880000000000001,412,6.2,6.4,0.12998,2.614,96.12,Not Available,89.944,FASEB JOURNAL
10,2007,"32,421",6.791,6.662000000000001,6.963,1.361,388,6.0,6.1,0.13042,2.491,95.36,Not Available,90.153,FASEB JOURNAL
11,2006,"30,621",6.721,6.547000000000001,Not Available,1.2409999999999999,449,5.8,5.8,Not Available,Not Available,97.55,Not Available,89.774,FASEB JOURNAL
12,2005,"28,657",7.064,6.861000000000001,Not Available,1.181,458,5.4,5.4,Not Available,Not Available,96.94,Not Available,90.957,FASEB JOURNAL
13,2004,"27,094",6.82,6.621,Not Available,1.368,446,5.4,5.2,Not Available,Not Available,95.96,Not Available,90.525,FASEB JOURNAL
14,2003,"25,461",7.172000000000001,6.9,Not Available,1.247,503,5.5,5.2,Not Available,Not Available,96.62,Not Available,92.148,FASEB JOURNAL
15,2002,"24,319",7.252000000000001,6.997999999999999,Not Available,1.187,385,6.0,5.3,Not Available,Not Available,96.1,Not Available,91.908,FASEB JOURNAL
16,2001,"22,875",8.817,8.595,Not Available,1.422,415,6.0,5.0,Not Available,Not Available,94.94,Not Available,93.978,FASEB JOURNAL
17,2000,"22,151",9.249,9.081,Not Available,1.5190000000000001,289,5.9,5.0,Not Available,Not Available,92.39,Not Available,94.504,FASEB JOURNAL
18,1999,"22,209",11.88,11.626,Not Available,1.6369999999999998,267,5.8,4.8,Not Available,Not Available,91.01,Not Available,95.791,FASEB JOURNAL
19,1998,"22,410",13.860999999999999,13.685,Not Available,2.0340000000000003,174,5.7,4.7,Not Available,Not Available,87.93,Not Available,97.934,FASEB JOURNAL
20,1997,"21,243",14.629000000000001,14.472000000000001,Not Available,1.817,142,5.3,4.4,Not Available,Not Available,61.27,Not Available,97.725,FASEB JOURNAL
0,2017,"3,924",6.875,6.671,9.130,1.556,27,7.7,8.8,0.006,2.846,0.0,0.70500,92.567,FRONTIERS IN NEUROENDOCRINOLOGY
1,2016,"3,516",9.425,9.246,8.344,1.63,27,7.2,8.4,0.00659,2.862,0.0,0.75613,94.483,FRONTIERS IN NEUROENDOCRINOLOGY
2,2015,"3,407",8.852,8.687999999999999,9.045,1.297,37,6.5,>10.0,0.00725,3.054,0.0,0.82641,94.348,FRONTIERS IN NEUROENDOCRINOLOGY
3,2014,"3,146",7.037000000000001,6.777,9.656,2.556,36,5.9,>10.0,0.00801,3.212,0.0,0.89689,92.029,FRONTIERS IN NEUROENDOCRINOLOGY
4,2013,"3,070",7.581,7.37,10.579,1.16,25,5.4,9.9,0.00934,3.419,0.0,1.02959,92.3,FRONTIERS IN NEUROENDOCRINOLOGY
5,2012,"2,842",7.985,7.805,10.876,1.7930000000000001,29,4.7,8.9,0.00893,3.527,0.0,Not Available,94.882,FRONTIERS IN NEUROENDOCRINOLOGY
6,2011,"2,660",11.429,10.942,11.648,1.515,33,4.0,9.5,0.00898,3.825,0.0,Not Available,97.234,FRONTIERS IN NEUROENDOCRINOLOGY
7,2010,"2,595",12.75,12.338,12.067,1.912,34,5.7,8.7,0.00795,3.900,0.0,Not Available,97.353,FRONTIERS IN NEUROENDOCRINOLOGY
8,2009,"2,003",12.048,11.665999999999999,12.039,2.259,27,6.1,8.4,0.00649,4.050,0.0,Not Available,97.186,FRONTIERS IN NEUROENDOCRINOLOGY
9,2008,"1,817",8.692,8.384,11.288,3.188,32,7.0,7.5,0.00433,3.314,0.0,Not Available,96.054,FRONTIERS IN NEUROENDOCRINOLOGY
10,2007,"1,429",6.481,6.296,9.459,0.5,10,7.2,7.0,0.00436,3.077,0.0,Not Available,92.557,FRONTIERS IN NEUROENDOCRINOLOGY
11,2006,"1,423",11.526,11.472999999999999,Not Available,0.312,16,6.6,7.3,Not Available,Not Available,31.25,Not Available,96.781,FRONTIERS IN NEUROENDOCRINOLOGY
12,2005,"1,336",10.409,10.272,Not Available,0.273,11,6.1,7.8,Not Available,Not Available,0.0,Not Available,97.532,FRONTIERS IN NEUROENDOCRINOLOGY
13,2004,"1,354",9.5,9.152999999999999,Not Available,0.625,8,5.7,6.1,Not Available,Not Available,0.0,Not Available,97.497,FRONTIERS IN NEUROENDOCRINOLOGY
14,2003,"1,272",8.87,8.521,Not Available,1.0,14,5.4,6.3,Not Available,Not Available,0.0,Not Available,96.433,FRONTIERS IN NEUROENDOCRINOLOGY
15,2002,"1,162",11.136,11.09,Not Available,0.667,12,5.1,7.7,Not Available,Not Available,0.0,Not Available,97.752,FRONTIERS IN NEUROENDOCRINOLOGY
16,2001,"1,260",15.0,14.869000000000002,Not Available,1.7269999999999999,11,5.0,6.6,Not Available,Not Available,0.0,Not Available,98.03,FRONTIERS IN NEUROENDOCRINOLOGY
17,2000,"1,006",8.375,8.25,Not Available,0.636,11,5.8,6.5,Not Available,Not Available,0.0,Not Available,96.325,FRONTIERS IN NEUROENDOCRINOLOGY
18,1999,990,7.8260000000000005,7.739,Not Available,0.75,12,5.4,5.6,Not Available,Not Available,0.0,Not Available,95.917,FRONTIERS IN NEUROENDOCRINOLOGY
19,1998,990,7.25,7.125,Not Available,0.41700000000000004,12,5.1,4.9,Not Available,Not Available,0.0,Not Available,95.185,FRONTIERS IN NEUROENDOCRINOLOGY
20,1997,811,7.111000000000001,7.037000000000001,Not Available,0.818,11,4.9,7.8,Not Available,Not Available,0.0,Not Available,95.29,FRONTIERS IN NEUROENDOCRINOLOGY
0,2017,"57,469",9.462,9.249,10.567,1.564,181,11.6,6.8,0.093,6.040,88.4,10.82600,93.887,GENES & DEVELOPMENT
1,2016,"57,493",9.413,9.135,11.414,2.089,203,>10.0,6.6,0.10512,6.372,88.18,12.05933,94.588,GENES & DEVELOPMENT
2,2015,"57,109",10.042,9.777999999999999,11.579,1.7480000000000002,210,>10.0,6.5,0.11712,6.475,91.9,13.34912,94.667,GENES & DEVELOPMENT
3,2014,"59,511",10.798,10.564,12.305,1.925,226,10.0,6.0,0.128,6.506,91.59,14.33599,94.476,GENES & DEVELOPMENT
4,2013,"59,234",12.639000000000001,12.344000000000001,12.765,2.181,226,9.4,5.9,0.16589,7.475,89.38,18.28429,95.575,GENES & DEVELOPMENT
5,2012,"57,627",12.444,12.139000000000001,12.741,2.149,249,8.9,6.0,0.1718,7.123,91.57,Not Available,94.937,GENES & DEVELOPMENT
6,2011,"55,857",11.659,11.437000000000001,12.785,2.7030000000000003,236,8.5,5.6,0.20955,8.018,91.53,Not Available,94.059,GENES & DEVELOPMENT
7,2010,"56,715",12.889000000000001,12.581,13.892,2.386,259,8.0,5.3,0.23657,8.480,88.42,Not Available,93.89,GENES & DEVELOPMENT
8,2009,"54,044",12.075,11.748,14.198,2.338,269,7.6,5.2,0.26719,8.965,91.82,Not Available,94.086,GENES & DEVELOPMENT
9,2008,"51,077",13.623,13.195,14.428,2.32,319,7.3,5.2,0.27806,9.105,92.48,Not Available,96.488,GENES & DEVELOPMENT
10,2007,"50,192",14.795,14.239,15.487,2.3890000000000002,298,6.9,4.8,0.31684,10.109,91.61,Not Available,96.123,GENES & DEVELOPMENT
11,2006,"48,407",15.05,14.49,Not Available,2.926,297,6.6,4.8,Not Available,Not Available,90.24,Not Available,96.25,GENES & DEVELOPMENT
12,2005,"47,853",15.61,15.132,Not Available,2.835,273,6.2,4.6,Not Available,Not Available,92.31,Not Available,96.719,GENES & DEVELOPMENT
13,2004,"47,892",16.385,15.868,Not Available,2.9810000000000003,263,5.7,4.3,Not Available,Not Available,91.63,Not Available,96.686,GENES & DEVELOPMENT
14,2003,"45,989",17.012999999999998,16.462,Not Available,3.358,265,5.2,4.3,Not Available,Not Available,92.83,Not Available,96.686,GENES & DEVELOPMENT
15,2002,"45,227",18.772000000000002,18.156,Not Available,3.78,268,4.8,4.2,Not Available,Not Available,92.16,Not Available,96.64,GENES & DEVELOPMENT
16,2001,"43,875",20.88,20.188,Not Available,3.295,281,4.5,4.0,Not Available,Not Available,91.46,Not Available,97.064,GENES & DEVELOPMENT
17,2000,"41,132",19.676,18.94,Not Available,4.127,275,4.3,3.9,Not Available,Not Available,90.18,Not Available,97.069,GENES & DEVELOPMENT
18,1999,"39,351",19.22,18.462,Not Available,4.0680000000000005,292,4.2,3.8,Not Available,Not Available,94.18,Not Available,96.866,GENES & DEVELOPMENT
19,1998,"34,625",19.067,18.059,Not Available,3.633,346,4.1,3.9,Not Available,Not Available,93.93,Not Available,96.852,GENES & DEVELOPMENT
20,1997,"30,074",18.868,17.915,Not Available,2.783,277,3.9,3.8,Not Available,Not Available,92.06,Not Available,96.667,GENES & DEVELOPMENT
0,2017,"1,694",7.267,6.881,10.742,0.541,133,3.2,5.7,0.011000000000000001,5.303999999999999,95.49,1.289,89.844,GigaScience
1,2016,"1,145",6.871,6.635,10.644,0.833,42,2.8,5.9,0.00759,5.0760000000000005,85.71,0.8698600000000001,91.406,GigaScience
2,2015,636,7.462999999999999,7.024,11.66,0.9259999999999999,54,2.7,5.5,0.0043100000000000005,5.696000000000001,87.04,0.49091999999999997,91.27,GigaScience
0,2017,"13,417",5.846,5.331,6.151,1.7690000000000001,134,8.1,8.1,0.021,1.922,88.06,2.39700,87.548,GLIA
1,2016,"12,781",6.2,5.754,5.971,1.374,147,7.8,7.9,0.02187,1.925,85.71,2.51128,90.927,GLIA
2,2015,"11,548",5.997000000000001,5.516,5.411,1.285,158,7.7,8.1,0.0205,1.688,83.54,2.33702,90.43,GLIA
3,2014,"11,659",6.031000000000001,5.547000000000001,5.511,1.98,147,7.4,7.7,0.02283,1.782,88.44,2.55731,89.881,GLIA
4,2013,"10,995",5.466,5.093999999999999,5.374,1.631,157,7.0,7.6,0.02247,1.675,92.36,2.47623,86.31,GLIA
5,2012,"10,371",5.066,4.75,5.406,1.38,166,6.8,7.5,0.0241,1.738,90.36,Not Available,83.135,GLIA
6,2011,"9,471",4.82,4.577,5.157,1.21,162,6.5,7.4,0.02744,1.868,98.15,Not Available,81.352,GLIA
7,2010,"9,188",5.186,4.856,5.540,1.263,171,6.0,7.7,0.02867,1.878,97.08,Not Available,85.983,GLIA
8,2009,"8,207",4.9319999999999995,4.59,5.091,1.093,151,5.9,7.3,0.02873,1.754,92.72,Not Available,82.9,GLIA
9,2008,"7,937",5.599,5.197,5.241,1.045,155,5.6,7.0,0.02923,1.711,92.26,Not Available,88.462,GLIA
10,2007,"7,165",5.38,5.003,5.128,1.065,155,5.4,6.7,0.02793,1.599,94.19,Not Available,87.441,GLIA
11,2006,"6,456",5.013,4.493,Not Available,0.917,169,5.2,6.3,Not Available,Not Available,91.12,Not Available,84.75,GLIA
12,2005,"5,755",4.276,4.006,Not Available,1.115,157,5.1,6.7,Not Available,Not Available,92.36,Not Available,82.25,GLIA
13,2004,"5,224",4.781000000000001,4.463,Not Available,0.7020000000000001,151,4.8,6.4,Not Available,Not Available,98.01,Not Available,87.121,GLIA
14,2003,"4,963",4.677,4.342,Not Available,0.885,139,4.8,6.0,Not Available,Not Available,95.68,Not Available,86.111,GLIA
15,2002,"4,396",4.6,4.223,Not Available,0.511,135,4.8,5.6,Not Available,Not Available,94.81,Not Available,85.533,GLIA
16,2001,"4,037",4.1930000000000005,3.867,Not Available,0.456,125,4.8,6.0,Not Available,Not Available,96.0,Not Available,83.586,GLIA
17,2000,"3,805",3.932,3.574,Not Available,0.7929999999999999,135,4.8,5.7,Not Available,Not Available,87.41,Not Available,83.99,GLIA
18,1999,"3,709",4.245,3.864,Not Available,0.721,129,4.7,5.8,Not Available,Not Available,97.67,Not Available,86.816,GLIA
19,1998,"3,388",3.67,3.283,Not Available,0.8,120,4.6,6.0,Not Available,Not Available,95.83,Not Available,84.901,GLIA
20,1997,"2,847",3.7689999999999997,3.418,Not Available,0.486,109,4.3,5.8,Not Available,Not Available,95.41,Not Available,82.333,GLIA
0,2017,"17,837",6.131,5.787000000000001,5.546,1.097,227,9.0,7.5,0.024,1.732,100.0,2.82300,94.749,IEEE TRANSACTIONS ON MEDICAL IMAGING
1,2016,"15,215",3.9419999999999997,3.5460000000000003,4.479,0.812,229,9.7,7.0,0.01959,1.420,100.0,2.25283,87.913,IEEE TRANSACTIONS ON MEDICAL IMAGING
