Citing Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
5849,2.963,ENVIRONMENT,14,0,3,2,0,1,0,0,1,2,2,3
5850, ,EUR J MICROBIOL IMMU,14,0,2,3,3,2,3,1,0,0,0,0
5851,3.741,EUR POLYM J,14,0,0,2,2,0,1,0,0,1,0,8
5852, ,EUR REV SOC PSYCHOL,14,0,0,1,2,0,0,2,1,1,0,7
5853, ,EVOKED POTENTIAL,14,0,0,0,0,0,0,0,0,0,0,14
5854, ,EXPERT OPIN MED DIAG,14,0,0,0,0,4,4,1,3,0,1,1
5855,3.427,FARADAY DISCUSS,14,0,0,1,1,3,0,0,0,0,1,8
5856, ,FRONT BIOSCI,14,0,1,0,0,3,2,4,2,0,0,2
5857,4.155,FRONT CHEM,14,1,4,1,8,0,0,0,0,0,0,0
5858, ,FRONT MOL BIOSCI,14,0,6,6,2,0,0,0,0,0,0,0
5859, ,FUND APPL TOXICOL,14,0,0,0,0,0,0,0,0,0,0,14
5860, ,GENE EXPRESSION,14,0,3,1,1,0,0,0,0,0,1,8
5861, ,GEOPHYS MONOGR SER,14,0,0,0,0,0,1,0,3,4,1,5
5862, ,HEALTH CARE MANAGE R,14,0,0,1,0,2,0,0,0,0,1,10
5863,0.462,HEMOGLOBIN,14,0,1,1,1,3,0,2,0,0,0,6
5864,0.893,HNO,14,1,3,1,0,0,0,0,2,1,0,6
5865,2.079,HOLZFORSCHUNG,14,1,2,0,0,0,0,1,0,0,0,10
5866, ,ICD 10 CLASS MENT BE,14,0,0,0,0,0,0,0,0,0,0,14
5867,0.783,ICHTHYOL EXPLOR FRES,14,0,0,1,1,0,0,1,1,0,0,10
5868, ,IFAC PAPERSONLINE,14,0,1,7,6,0,0,0,0,0,0,0
5869,2.524,IMMUNE NETW,14,0,2,4,1,1,2,2,2,0,0,0
5870, ,INDIAN J ANAESTH,14,0,0,2,5,0,1,4,1,0,0,1
5871, ,INDIAN J PSYCHOL MED,14,0,0,0,1,4,4,3,2,0,0,0
5872, ,INFECT DISORD DRUG T,14,0,0,1,1,0,3,4,1,2,2,0
5873,3.443,INFECT DRUG RESIST,14,0,1,5,6,1,1,0,0,0,0,0
5874, ,INFORM SYST RES,14,0,0,1,0,0,1,1,0,0,4,7
5875, ,INSIGHTS IMAGING,14,0,1,3,3,1,6,0,0,0,0,0
5876, ,INT J HEALTH POLICY,14,0,3,3,5,3,0,0,0,0,0,0
5877,1.259,INT J HUM-COMPUT INT,14,0,0,3,2,2,0,2,1,0,0,4
5878,1.212,INT J LOW EXTR WOUND,14,0,0,3,0,1,0,1,0,0,0,9
5879, ,INT J MENT HEALTH SY,14,0,2,2,3,1,1,0,2,2,1,0
5880,1.547,INT J PHOTOENERGY,14,0,1,2,4,3,4,0,0,0,0,0
5881,1.102,J ADV TRANSPORT,14,2,5,0,2,0,0,1,0,0,1,3
5882,3.393,J AM COLL RADIOL,14,0,2,4,2,1,1,1,2,0,0,1
5883, ,J AM OSTEOPATH ASSOC,14,0,0,1,1,1,1,3,0,1,2,4
5884, ,J AMBUL CARE MANAG,14,0,1,0,1,0,2,0,2,4,1,3
5885, ,J ANHUI AGR SCI,14,0,1,0,1,3,1,0,1,3,0,4
5886,0.900,J ANIM FEED SCI,14,0,0,4,2,1,0,2,0,0,2,3
5887, ,J APPL SCI,14,0,0,0,1,1,1,1,1,2,1,6
5888,0.982,J BACK MUSCULOSKELET,14,0,2,4,2,1,1,0,1,0,1,2
5889, ,J BIOMOL TECH,14,0,1,0,0,1,1,0,0,2,2,7
5890,1.766,J BUON,14,0,0,5,2,2,2,1,2,0,0,0
5891,2.936,J CARDIOVASC PHARM T,14,0,1,1,1,3,2,3,0,0,0,3
5892,0.780,J ELECTRON IMAGING,14,0,1,2,2,1,2,0,1,1,0,4
5893,0.677,J ENTOMOL SCI,14,0,2,0,0,1,0,0,0,0,0,11
5894, ,J FOOD AGRIC ENVIRON,14,0,0,0,1,2,3,2,2,4,0,0
5895, ,J GAMBL STUD,14,0,0,0,0,0,1,0,1,0,1,11
5896,1.602,J HEAT TRANS-T ASME,14,0,1,0,1,1,0,0,0,0,0,11
5897,0.902,J HYMENOPT RES,14,0,0,0,1,3,0,0,1,1,0,8
5898, ,J ICHTHYOL+,14,0,0,0,1,0,0,1,1,4,3,4
5899,8.374,J IMMUNOTHER CANCER,14,1,3,4,4,2,0,0,0,0,0,0
5900, ,J INT DEV,14,0,0,2,0,0,3,0,1,2,0,6
5901, ,J INVEST DERM SYMP P,14,0,0,0,0,0,0,1,0,3,0,10
5902,4.776,J MATER CHEM B,14,2,0,5,2,5,0,0,0,0,0,0
5903, ,J MENT HEALTH,14,0,1,1,1,1,0,3,0,1,0,6
5904, ,J MIX METHOD RES,14,0,1,1,1,2,0,2,1,3,0,3
5905,1.009,J MULTIVARIATE ANAL,14,2,0,1,0,1,0,0,0,0,0,10
5906, ,J NUTR METAB,14,0,0,2,1,1,8,1,1,0,0,0
5907,1.212,J ORAL IMPLANTOL,14,0,1,3,1,2,0,1,2,0,0,4
5908,0.994,J ORTHOP SURG-HONG K,14,0,0,2,1,1,2,0,4,1,2,1
5909, ,J PEACE RES,14,0,0,1,0,0,2,0,1,0,0,10
5910, ,J PSYCHOEDUC ASSESS,14,0,3,0,0,0,0,3,0,3,1,4
5911, ,J SCHOOL PSYCHOL,14,0,1,0,0,0,0,1,1,0,1,10
5912, ,J SEX MARITAL THER,14,1,0,0,1,0,2,1,1,0,0,8
5913,2.302,J SURG EDUC,14,2,0,2,1,3,2,1,2,0,0,1
5914,0.857,J TRADIT CHIN MED,14,0,0,0,1,1,0,3,2,1,0,6
5915,1.782,J VENOM ANIM TOXINS,14,0,0,1,3,2,1,1,2,1,0,3
5916, ,JAK STAT,14,0,0,0,0,14,0,0,0,0,0,0
5917,1.233,JUNDISHAPUR J MICROB,14,1,3,2,8,0,0,0,0,0,0,0
5918,1.421,KOREAN CIRC J,14,0,2,4,2,1,2,2,0,0,1,0
5919, ,KOREAN J PEDIAT,14,0,2,2,1,1,0,1,0,1,1,5
5920,0.752,LEPROSY REV,14,0,0,1,0,0,0,1,0,1,3,8
5921,0.685,M S-MED SCI,14,0,1,1,3,0,0,0,1,2,2,4
5922,1.776,MAGN RESON CHEM,14,1,0,0,0,1,0,3,0,3,2,4
5923,1.281,MAGNESIUM RES,14,0,0,0,0,1,0,0,2,2,2,7
5924,0.947,MAR FRESHW BEHAV PHY,14,0,1,0,0,1,0,1,1,1,0,9
5925,0.708,MAR TECHNOL SOC J,14,0,0,0,0,0,1,1,0,1,0,11
5926,1.607,MED CHEM RES,14,0,1,2,4,4,2,1,0,0,0,0
5927, ,METHOD FIND EXP CLIN,14,0,0,0,0,0,0,0,1,0,1,12
5928,2.863,MINERVA MED,14,0,7,0,1,1,0,0,1,0,0,4
5929,1.955,MOL INFORM,14,1,3,2,0,1,2,1,4,0,0,0
5930, ,MONOGRAPH,14,0,0,1,0,0,0,0,1,1,0,11
5931,5.750,MSYSTEMS,14,4,10,0,0,0,0,0,0,0,0,0
5932, ,MUTAT RES-DNA REPAIR,14,0,0,0,0,0,0,0,0,0,0,14
5933, ,MYCOLOGY,14,0,1,4,2,1,1,3,2,0,0,0
5934, ,NAT CLIN PRACT CARD,14,0,0,0,0,0,0,0,0,3,4,7
5935, ,NAT CLIN PRACT RHEUM,14,0,0,0,0,0,0,0,0,0,4,10
5936, ,NATURE-NEW BIOL,14,0,0,0,0,0,0,0,0,0,0,14
5937,1.275,NEUROIMAG CLIN N AM,14,0,1,0,0,2,0,1,0,0,1,9
5938,1.309,NEW ZEAL J ECOL,14,0,0,0,0,0,0,1,1,0,0,12
5939, ,NIGERIAN MED J,14,0,1,2,3,5,1,1,1,0,0,0
5940, ,NIPS,14,0,0,0,0,0,2,2,2,1,0,7
5941,1.585,NJAS-WAGEN J LIFE SC,14,0,0,0,3,0,0,1,0,1,0,9
5942, ,NUCL ACID TECHNIQUES,14,0,0,0,0,0,0,0,0,0,0,14
5943,0.831,NUCLEOS NUCLEOT NUCL,14,0,0,0,2,1,0,3,0,0,7,1
5944, ,OB OV,14,0,5,4,1,0,0,1,0,0,1,2
5945,2.289,OCEAN SCI,14,0,0,0,2,2,0,2,2,4,0,2
5946, ,OPEN MED,14,0,0,0,1,1,1,1,2,6,0,2
5947,0.960,ORAL HLTH PREV DENT,14,0,2,3,2,0,0,1,3,0,0,3
5948, ,P 18 ACM SIGKDD INT,14,0,0,0,0,0,14,0,0,0,0,0
5949, ,P PREHIST SOC,14,0,0,1,1,1,0,0,0,1,1,9
5950,1.270,PAIN RES MANAG,14,0,3,1,2,0,3,0,1,2,0,2
5951,1.923,PHYS CHEM EARTH,14,0,0,0,0,0,1,0,1,0,2,10
5952, ,PRAAT DOING PHONETIC,14,0,0,2,3,1,1,1,0,2,0,4
5953, ,PRINCIPLES NEURAL SC,14,0,0,0,2,3,2,0,0,0,0,7
5954, ,PROF PSYCHOL-RES PR,14,0,0,0,0,0,0,3,2,3,1,5
5955, ,PROTEOMICS PROTOCOLS,14,0,0,0,0,0,0,0,0,0,0,14
5956,1.586,PSYCHIAT GENET,14,0,1,1,1,1,1,0,3,1,1,4
5957, ,PSYCHOTHERAPY,14,0,0,0,1,0,1,1,1,1,0,9
5958,0.850,REV BRAS ANESTESIOL,14,0,0,0,1,1,4,0,1,0,1,6
5959,0.541,REV BRAS PALEONTOLOG,14,0,0,1,0,1,1,2,0,1,1,7
5960,0.350,REV ECOL-TERRE VIE,14,0,0,0,0,0,3,0,0,0,1,10
5961,0.816,RUSS J PLANT PHYSL+,14,0,2,1,1,2,0,1,0,1,1,5
5962, ,SCI PUBL POLICY,14,0,2,1,1,2,1,0,0,1,0,6
5963, ,SEX RES SOC POLICY,14,0,3,1,1,4,0,0,1,1,1,2
5964, ,SEXUAL SELECTION,14,0,0,0,0,0,0,0,0,0,0,14
5965,1.486,SIAM J APPL DYN SYST,14,0,0,1,5,1,0,0,2,2,1,2
5966,1.683,SILVA FENN,14,0,0,0,2,1,0,0,1,1,1,8
5967,1.338,SOFTWARE PRACT EXPER,14,1,2,1,2,0,1,2,0,0,0,5
5968,1.185,SOMATOSENS MOT RES,14,1,0,1,1,0,0,0,1,0,0,10
5969,0.811,SPAN J AGRIC RES,14,0,1,1,3,0,0,0,4,1,1,3
5970, ,SPRINGER SER STAT,14,0,0,3,0,0,0,3,1,4,1,2
5971, ,STAT METHODS RATES P,14,0,0,0,0,1,0,0,0,0,0,13
5972, ,STROKE RES TREAT,14,0,1,0,1,5,5,2,0,0,0,0
5973, ,SUBST ABUSE TREAT PR,14,0,2,3,1,2,3,2,1,0,0,0
5974,3.178,SURG ONCOL CLIN N AM,14,0,5,2,2,1,0,0,0,1,0,3
5975, ,T AM CLIN CLIMAT ASS,14,0,0,0,3,0,1,0,2,3,0,5
5976,1.552,THEOR BIOSCI,14,0,1,0,0,0,6,2,2,0,1,2
5977,2.569,THORAC CANCER,14,0,5,6,3,0,0,0,0,0,0,0
5978, ,TISSUE BARRIERS,14,0,0,4,2,8,0,0,0,0,0,0
5979,1.434,TURK J AGRIC FOR,14,0,1,2,0,4,2,0,1,1,0,3
5980, ,USITC PUBL,14,0,0,0,2,1,1,1,1,1,1,6
5981,0.791,VET CLIN N AM-EQUINE,14,0,0,0,3,2,0,0,0,1,0,8
5982, ,VIRUS TAXONOMY,14,0,0,0,0,0,6,3,0,0,0,5
5983, ,WORLD DEV IND,14,0,1,5,4,2,0,0,0,0,0,2
5984, ,Z JAGDWISS,14,0,0,0,0,0,0,0,0,0,0,14
5985, ,Z SAUGETIERKD,14,0,0,0,0,0,0,0,0,0,0,14
5986, ,ZHONGGUO ZHONG YAO Z,14,0,0,0,2,2,2,2,1,2,0,3
5987, ,ZHONGHUA YU FANG YI,14,0,2,0,1,0,4,2,1,0,0,4
5988, ,1 MONDAY,13,2,0,1,0,0,0,3,2,0,1,4
5989,11.384,ACS CATAL,13,1,2,3,2,2,2,1,0,0,0,0
5990,0.420,ACTA AGR SCAND A-AN,13,0,0,0,0,0,0,0,0,2,0,11
5991,0.916,ACTA CLIN BELG,13,0,4,1,0,1,2,0,0,0,0,5
5992,0.562,ACTA MED OKAYAMA,13,0,0,0,3,1,0,0,2,0,0,7
5993,0.542,ACTA ORTHOP BELG,13,0,0,1,3,1,1,0,4,0,1,2
5994,0.696,ACTA VIROL,13,0,0,1,1,2,0,1,2,0,1,5
5995,0.846,ACTA ZOOL ACAD SCI H,13,0,0,0,1,1,0,0,0,2,3,6
5996, ,ADDICT RES THEORY,13,0,1,0,2,1,2,1,2,0,0,4
5997,30.917,ADV PHYS,13,0,0,0,1,0,0,1,0,0,0,11
5998,2.568,AGR HUM VALUES,13,0,0,1,0,0,0,5,1,1,0,5
5999, ,AIHA J-J SCI OCCUP E,13,0,0,0,0,0,0,0,0,0,0,13
6000, ,AM FISHERIES SOC S,13,0,0,0,0,0,0,1,0,1,0,11
6001,0.891,ANIM BIODIV CONSERV,13,0,2,0,0,1,2,2,0,0,0,6
6002, ,ANIM BIOTELEMETRY,13,0,0,7,0,6,0,0,0,0,0,0
6003, ,ANIM LEARN BEHAV,13,0,0,0,0,0,0,0,0,0,0,13
6004, ,ANN MED HEALTH SCI R,13,0,0,2,9,2,0,0,0,0,0,0
6005, ,ANN PARASIT HUM COMP,13,0,0,0,0,0,0,0,0,0,0,13
6006,2.557,ANN PHYS-BERLIN,13,0,0,0,0,0,0,0,0,0,0,13
6007, ,ANTIVIR CHEM CHEMOTH,13,0,0,2,0,0,0,2,0,2,1,6
6008, ,APPL PSYCHOL-HLTH WE,13,0,0,2,1,1,0,6,0,3,0,0
6009,1.689,APPL SCI-BASEL,13,4,8,1,0,0,0,0,0,0,0,0
6010, ,ARCH FAM MED,13,0,0,0,0,0,0,0,0,0,0,13
6011,0.595,ARCH ITAL BIOL,13,0,0,0,0,0,0,1,5,1,0,6
6012,0.358,ARCH LATINOAM NUTR,13,0,0,0,0,1,0,3,2,0,2,5
6013,0.286,ARQ BRAS MED VET ZOO,13,0,0,1,1,0,3,3,0,2,0,3
6014,1.026,ARQ BRAS OFTALMOL,13,0,1,1,0,3,0,2,0,0,2,4
6015,3.814,ARTIF INTELL REV,13,0,1,2,1,2,0,3,3,0,0,1
6016,3.617,ASN NEURO,13,0,0,1,0,6,3,0,0,3,0,0
6017, ,AUST J PHYSIOTHER,13,0,0,0,0,0,0,0,0,3,1,9
6018,0.935,AUST J PRIM HEALTH,13,0,1,0,1,2,2,3,1,1,0,2
6019, ,AUST J PSYCHOL,13,1,1,0,1,0,0,1,1,1,0,7
6020,0.840,B CANCER,13,0,0,0,0,0,1,2,2,0,0,8
6021, ,BACTERIOPHAGE,13,0,0,1,2,0,3,7,0,0,0,0
6022,1.849,BEST PRACT RES CL HA,13,0,0,0,0,0,2,1,2,1,0,7
6023, ,BEST PRACT RES CLIN,13,0,3,0,0,0,2,0,1,1,0,6
6024, ,BIOL-TARGETS THER,13,1,1,1,0,1,2,1,0,3,2,1
6025, ,BIOMARK RES,13,0,0,2,6,5,0,0,0,0,0,0
6026, ,BIOMOL ENG,13,0,0,0,0,0,0,0,0,0,0,13
6027, ,BMC CLIN PATHOL,13,0,0,0,1,3,2,3,1,1,1,1
6028,1.692,BMC SURG,13,0,2,2,2,3,0,0,2,0,1,1
6029,1.008,BRAGANTIA,13,0,1,1,0,1,0,0,1,2,0,7
6030, ,BRIT J MED PSYCHOL,13,0,0,0,0,0,0,0,0,0,0,13
6031, ,BRIT VET J,13,0,0,0,0,0,0,0,0,0,0,13
6032,2.000,CAN J REMOTE SENS,13,0,1,0,3,0,0,0,0,0,2,7
6033,1.339,CARDIOL J,13,0,2,1,0,2,3,2,3,0,0,0
6034,1.451,CARDIOVASC ENG TECHN,13,1,1,1,1,3,4,2,0,0,0,0
6035,0.608,CARYOLOGIA,13,0,0,1,1,3,0,1,0,1,0,6
6036,1.707,CHEM PHYS,13,0,0,0,0,0,0,0,0,0,0,13
6037,1.114,CHINESE GEOGR SCI,13,0,0,0,1,4,2,0,0,0,1,5
6038,1.825,CLAY CLAY MINER,13,0,0,0,0,0,0,0,0,0,0,13
6039,1.705,CLIN CHILD PSYCHOL P,13,0,0,0,0,1,1,2,0,2,2,5
6040, ,CLONING STEM CELLS,13,0,0,0,0,0,0,0,0,1,5,7
6041, ,CMAJ OPEN,13,1,7,4,1,0,0,0,0,0,0,0
6042,0.632,COLEOPTS BULL,13,0,0,2,1,1,0,0,0,0,0,9
6043, ,COMPENDIUM,13,0,1,0,0,1,0,0,0,0,0,11
6044, ,CORNELL VET,13,0,0,0,0,0,0,0,0,0,0,13
6045, ,CRC MAR BIOL SER,13,0,0,0,0,2,3,0,1,1,0,6
6046,2.014,CRIT CARE RESUSC,13,0,1,0,1,2,1,2,2,0,1,3
6047,0.806,CROP BREED APPL BIOT,13,0,1,0,0,0,0,2,2,2,0,6
6048,3.726,CURR OSTEOPOROS REP,13,0,1,2,3,1,2,1,1,0,0,2
6049, ,CURR PROTOCOLS BI,13,0,3,0,2,2,0,1,1,0,1,3
6050, ,DEV CHANGE,13,0,0,0,0,0,0,1,0,0,3,9
6051, ,DIABETES METAB SYND,13,0,2,5,1,1,2,0,1,0,0,1
6052, ,DIGITAL IMAGE PROCES,13,0,0,0,0,1,1,2,1,2,1,5
6053, ,DISCOV GROUNDED THEO,13,0,0,0,0,0,0,0,0,1,0,12
6054,2.646,DRUG DEVELOP RES,13,0,2,0,3,0,1,0,1,0,1,5
6055, ,ENCY CAVES,13,0,0,0,0,0,11,0,0,0,0,2
6056,2.580,ENG FRACT MECH,13,0,1,0,0,0,1,0,1,1,0,9
6057,2.385,ENG LIFE SCI,13,0,2,1,0,0,2,0,1,1,1,5
6058,1.933,ENTOMOL GEN,13,0,5,0,2,0,0,0,0,0,0,6
6059,0.456,ENTOMOL NEWS,13,0,1,1,0,0,0,0,3,0,0,8
6060,2.923,ENVIRON CHEM,13,0,1,3,0,0,1,1,1,3,0,3
6061,1.547,ENVIRON ENG SCI,13,0,2,0,0,1,3,0,0,1,2,4
6062, ,ENVIRON GEOL,13,0,0,0,0,0,0,0,0,3,0,10
6063,4.040,ENVIRON SCI EUR,13,0,2,4,2,0,3,2,0,0,0,0
6064,0.617,EUR J GYNAECOL ONCOL,13,0,0,0,3,0,2,0,2,1,0,5
6065, ,EURO SURVEILL B EUR,13,1,0,5,0,1,2,0,0,3,1,0
6066, ,EVAL PROGRAM PLANN,13,0,0,1,0,1,0,0,0,2,1,8
6067, ,EVOLUTION LIFE HIST,13,0,0,0,0,0,0,0,0,0,0,13
6068,3.810,EXP NEUROBIOL,13,0,0,4,2,4,2,1,0,0,0,0
6069, ,FAM PLANN PERSPECT,13,0,0,0,0,0,0,0,0,0,0,13
6070, ,FAM RELAT,13,0,0,1,0,0,0,0,2,0,0,10
6071, ,FLORA REIPUBLICAE PO,13,0,0,0,0,0,0,0,0,0,0,13
6072,0.523,FOLIA BIOL-KRAKOW,13,0,1,1,3,1,0,0,1,0,0,6
6073,2.998,FOOD BIOPROCESS TECH,13,0,0,0,2,0,3,5,0,1,2,0
6074, ,FOOD NUTR PHYS ACT P,13,0,0,0,0,0,0,0,0,0,0,13
6075,3.100,FOOD REV INT,13,1,1,1,1,1,0,1,0,1,0,6
6076, ,FRONT BIOSCI ELITE E,13,0,1,1,0,1,3,3,3,1,0,0
6077, ,FRONTIERS ECOL EV,13,0,3,6,4,0,0,0,0,0,0,0
6078,1.361,FUND APPL LIMNOL,13,1,0,0,2,1,2,1,1,2,1,2
6079, ,GEN PHARMACOL-VASC S,13,0,0,0,0,0,0,0,0,0,0,13
6080, ,GENEREVIEWS,13,0,0,0,1,0,0,0,0,0,0,12
6081,2.091,GEOINFORMATICA,13,0,1,2,0,0,3,2,0,0,1,4
6082, ,GLOB BURD DIS 2004 U,13,0,0,0,0,0,0,0,0,0,13,0
6083, ,GLOBOCAN 2012 V1 0 C,13,0,0,0,0,11,0,0,0,0,0,2
6084, ,GPLOTS VARIOUS R PRO,13,0,6,1,1,2,0,0,0,1,0,2
6085,8.586,GREEN CHEM,13,0,0,3,1,4,2,1,2,0,0,0
6086, ,HANDB EMOTIONS,13,0,0,0,0,0,0,0,0,0,7,6
6087, ,HIGH EDUC,13,1,0,3,2,1,0,0,1,2,1,2
6088,5.430,IEEE T IND INFORM,13,3,3,0,1,3,0,2,0,0,1,0
6089,0.873,IET SYST BIOL,13,0,0,0,2,2,1,1,2,0,2,3
6090,0.279,INDIAN J ANIM SCI,13,0,0,3,2,0,1,3,0,1,0,3
6091,0.658,INDIAN J CANCER,13,0,0,0,7,2,0,0,0,2,0,2
6092, ,INFECT DIS HUMANS DY,13,0,0,0,0,0,0,0,0,0,0,13
6093,3.304,INFLAMMOPHARMACOLOGY,13,0,0,3,0,3,1,0,1,1,1,3
6094,3.116,INNOV FOOD SCI EMERG,13,0,3,3,0,2,1,0,1,1,1,1
6095, ,INT CLASS FUNCT DIS,13,0,0,1,0,0,0,0,0,0,1,11
6096,1.617,INT J HYPERTENS,13,0,2,0,0,2,3,6,0,0,0,0
6097,3.344,INT J IMPACT ENG,13,1,0,0,0,1,0,1,0,2,1,7
6098, ,INT J INCLUSIVE EDUC,13,0,0,0,3,0,0,2,2,1,1,4
6099, ,INT J LAW PSYCHIAT,13,0,0,0,2,1,2,1,1,3,3,0
6100,1.472,INT J MED ROBOT COMP,13,0,0,1,2,1,5,2,0,2,0,0
6101, ,INT J MIN SCI TECHNO,13,1,2,3,1,4,2,0,0,0,0,0
6102,2.338,INT J NUMER METH BIO,13,1,3,1,1,3,4,0,0,0,0,0
6103, ,INT J PHARM SCI RES,13,0,2,2,2,2,2,2,1,0,0,0
6104,1.441,INT J SPEECH-LANG PA,13,0,0,1,4,1,2,0,2,1,2,0
6105, ,INT REV SPORT EXER P,13,0,0,0,2,1,6,0,1,0,3,0
6106, ,INTERACT STUD,13,0,0,0,0,1,2,2,5,0,0,3
6107, ,INTRO CONSERVATION G,13,0,0,0,0,0,0,0,4,2,0,7
6108,1.723,ISPRS INT J GEO-INF,13,4,1,5,1,1,1,0,0,0,0,0
6109,0.825,ISSUES MENT HEALTH N,13,0,0,1,1,1,4,1,1,0,0,4
6110, ,J AGR SCI,13,0,0,1,2,0,0,4,0,0,1,5
6111,2.956,J AM CERAM SOC,13,0,0,2,0,0,0,0,2,0,0,9
6112,2.122,J ATMOS OCEAN TECH,13,0,0,0,0,0,1,0,1,0,0,11
6113,2.082,J BIOMATER APPL,13,0,2,2,1,0,1,3,0,0,0,4
6114, ,J BOMBAY NAT HIST SO,13,0,0,0,0,0,0,0,0,0,1,12
6115, ,J BOT,13,0,0,0,0,0,10,1,2,0,0,0
6116, ,J CARDIOVASC RISK,13,0,0,0,0,0,0,0,0,0,0,13
6117,2.196,J CHEM ENG DATA,13,0,0,0,0,2,1,2,2,0,0,6
6118,2.743,J DTSCH DERMATOL GES,13,0,0,3,1,1,2,3,2,0,0,1
6119,1.396,J ENVIRON ENG,13,0,0,0,1,0,1,3,1,0,1,6
6120,0.890,J ETHNOBIOL,13,0,1,1,1,0,0,0,0,2,1,7
6121,2.027,J FAM PLAN REPROD H,13,0,1,3,2,0,0,1,0,1,1,4
6122,0.979,J FRESHWATER ECOL,13,0,2,0,0,0,1,1,0,0,0,9
6123, ,J GASTROINTEST ONCOL,13,0,2,4,1,2,2,2,0,0,0,0
6124,2.096,J GERIATR PHYS THER,13,1,2,0,2,0,0,1,1,4,1,1
6125, ,J GRAD MED ED,13,0,0,0,1,2,8,2,0,0,0,0
6126,3.340,J GYNECOL ONCOL,13,1,1,0,4,3,1,1,1,1,0,0
6127, ,J ICHTHYOL-USSR,13,0,0,0,2,0,1,0,0,2,2,6
6128, ,J INDIVID DIFFER,13,0,0,1,3,0,1,2,0,1,0,5
6129, ,J INTEGR PEST MANAG,13,0,0,1,2,1,3,6,0,0,0,0
6130, ,J INTENSIVE CARE,13,1,4,5,2,1,0,0,0,0,0,0
6131,1.728,J INTERV CARDIOL,13,1,1,2,0,1,0,1,2,0,0,5
6132, ,J MAGN RESON SER B,13,0,0,0,0,0,0,0,0,0,0,13
6133,1.211,J MED BIOL ENG,13,1,2,4,1,0,0,1,1,1,1,1
6134, ,J MED ENG TECHNOL,13,0,1,2,2,0,0,1,1,1,0,5
6135,1.113,J NEAR INFRARED SPEC,13,0,2,1,0,0,0,0,0,3,0,7
6136,3.786,J NEUROPSYCHOL,13,0,0,1,1,4,1,1,1,0,3,1
6137, ,J PARASITOL RES,13,0,1,2,0,0,8,1,1,0,0,0
6138,2.196,J PHARMACOKINET PHAR,13,1,1,1,0,1,3,0,1,0,1,4
6139, ,J PHARMACOL PHARMACO,13,0,1,0,2,3,3,3,1,0,0,0
6140,2.891,J PHOTOCH PHOTOBIO A,13,0,1,0,0,0,0,1,1,1,0,9
6141,2.757,J PHYSIOL SCI,13,1,1,1,1,4,1,0,1,0,1,2
6142, ,J PRAGMATICS,13,0,0,0,0,0,1,1,1,2,0,8
6143,1.750,J PROSTHODONT,13,0,1,2,0,0,2,1,0,2,1,4
6144, ,J PROTEIN CHEM,13,0,0,0,0,0,0,0,0,0,0,13
6145,1.722,J PSYCHIATR PRACT,13,0,0,1,1,1,1,0,3,5,1,0
6146, ,J PSYCHOACTIVE DRUGS,13,0,0,2,1,1,3,2,0,0,0,4
6147,1.900,J PSYCHOSOM OBST GYN,13,0,0,0,2,1,1,0,0,1,0,8
6148, ,J REAL ESTATE FINANC,13,0,0,0,0,2,1,0,2,1,1,6
6149,1.147,J ROY SOC NEW ZEAL,13,0,0,1,0,0,0,0,0,1,0,11
6150, ,J SOC GYNECOL INVEST,13,0,0,0,0,0,0,0,0,0,0,13
6151, ,J SUBST USE,13,0,1,0,0,3,1,0,0,1,0,7
6152,3.849,J TAIWAN INST CHEM E,13,2,2,1,4,1,0,3,0,0,0,0
6153,1.787,J TRIBOL-T ASME,13,0,2,0,0,0,2,0,0,1,0,8
6154,1.291,J VET EMERG CRIT CAR,13,0,0,2,3,2,0,2,2,1,0,1
6155,1.452,JPN J APPL PHYS,13,0,2,1,1,1,0,1,0,1,1,5
6156, ,KLIN WOCHENSCHR,13,0,0,0,0,0,0,0,0,0,0,13
6157,1.525,KNOWL MANAG AQUAT EC,13,0,0,1,3,1,2,5,0,1,0,0
6158,1.222,LAB MED,13,0,1,2,0,0,0,0,0,0,1,9
6159,1.000,LIFETIME DATA ANAL,13,0,0,1,1,1,0,0,0,0,2,8
6160, ,LINGUA,13,0,0,0,1,1,1,0,2,1,0,7
6161, ,MAL DEM HLTH SURV 20,13,1,1,0,0,0,0,7,2,0,0,2
6162, ,MARYLAND STATE MED J,13,0,0,0,0,0,0,0,0,0,0,13
6163, ,MATH GEOL,13,0,0,0,0,0,0,0,0,0,0,13
6164, ,MERRILL PALMER QUART,13,0,0,0,0,0,0,0,0,1,0,12
6165,2.707,MINER ENG,13,0,1,3,2,0,1,0,0,0,1,5
6166, ,MOUSE BRAIN STEREOTA,13,0,0,0,0,0,0,0,0,0,2,11
6167, ,NAT CLIN PRACT ENDOC,13,0,0,0,0,0,0,0,0,2,3,8
6168, ,NATL HLTH STAT REPOR,13,0,1,1,1,2,0,0,0,1,0,7
6169, ,NATL VITAL STAT REPO,13,0,2,0,1,3,1,0,0,0,0,6
6170, ,NEUROPSY NEUROPSY BE,13,0,0,0,0,0,0,0,0,0,0,13
6171,0.647,NEW ZEAL J CROP HORT,13,0,0,0,0,0,1,0,2,0,0,10
6172,0.706,NORTHWEST SCI,13,0,0,0,0,0,1,0,1,0,2,9
